locus_id	model	bootstrap_type	fit_orientation	trend_spearman	rho_spearman	n_sites	alt_min	alt_max	alt_rng	center_bound_low	center_bound_high	width_bound_high	dp_obs	center	center_lo	center_hi	width	width_lo	width_hi	pMin	pMax	p_low_orig	p_high_orig	delta_p	delta_p_signed	delta_p_abs	delta_p_abs_lo	delta_p_abs_hi	logLik	AIC	n_boot_total	n_boot_ok	boot_success_prop	center_boot_sd	width_boot_sd	delta_p_abs_boot_sd	center_ci_hits_bound	width_ci_hits_bound
R182550_54	free_noTails	parametric	flipped_to_increasing	Decreasing	-0.816548125802051	11	450	2300	1850	265	2485	9250	0.5	1829.22762377487	1061.39202118799	1900.6010693614	139.883167959426	6.13395370517464	1238.66919054335	0.681170615845444	0.999139208187756	0.318829384154556	0.000860791812243966	0.317968592342312	-0.317968592342312	0.317968592342312	0.20413207859346	0.502158166591345	-48.0926279558381	104.185255911676	100	100	1	251.496073533547	298.643868759586	0.0934439054711986	FALSE	FALSE
R188589_63	free_noTails	parametric	original	Increasing	0.786245393106896	11	450	2300	1850	265	2485	9250	0.5	2017.66324618	1953.61471113905	2118.27258910932	97.2076155489003	6.14808566942918	350.445487061697	0.000228579759146663	0.452456104691381	0.000228579759146663	0.452456104691381	0.452227524932234	0.452227524932234	0.452227524932234	0.233443027150386	0.710420545807252	-20.3793553988455	48.7587107976909	100	100	1	39.105454752741	78.4400362629022	0.135052718597303	FALSE	FALSE
R198349_21	free_noTails	parametric	original	Increasing	0.743700819611562	11	450	2300	1850	265	2485	9250	0.416666666666667	1943.30136576648	1504.38785784132	2205.32450662481	110.667034601309	7.18904557354308	775.084745931592	0.0278294837589534	0.426843364365557	0.0278294837589534	0.426843364365557	0.399013880606604	0.399013880606604	0.399013880606604	0.279621803157756	0.92990748093163	-32.7062137232243	73.4124274464486	100	100	1	140.726615976791	227.400759411475	0.161552546464946	FALSE	FALSE
R198349_23	free_noTails	parametric	original	Increasing	0.750346349143454	11	450	2300	1850	265	2485	9250	0.416666666666667	1937.35416462507	1230.92472333087	2208.57359153242	88.2576129825569	3.65182107341021	1103.76317085578	0.0306906553954642	0.419919885266409	0.0306906553954642	0.419919885266409	0.389229229870945	0.389229229870945	0.389229229870945	0.203656783980274	0.855906007236691	-34.1527050734463	76.3054101468927	100	100	1	213.842743328896	343.303697924217	0.166324162928935	FALSE	FALSE
R198349_31	free_noTails	parametric	original	Increasing	0.77230469728893	11	450	2300	1850	265	2485	9250	0.416666666666667	1922.70443104751	1319.89223214251	2244.25633265168	95.5274637414515	8.38578656152535	1723.69356289795	0.0312468536667663	0.398841803877704	0.0312468536667663	0.398841803877704	0.367594950210938	0.367594950210938	0.367594950210938	0.209206257043321	0.924416229537898	-35.0195222355137	78.0390444710274	100	100	1	189.148503255377	475.222805561402	0.179533371432035	FALSE	FALSE
R198349_58	free_noTails	parametric	original	Increasing	0.77230469728893	11	450	2300	1850	265	2485	9250	0.416666666666667	1952.29974007538	1404.73053916459	2290.96276165703	190.684285631889	15.8865759961087	1336.6234242239	0.0260641765964758	0.4362691496927	0.0260641765964758	0.4362691496927	0.410204973096224	0.410204973096224	0.410204973096224	0.21430444562928	0.963600027555206	-35.0758648068865	78.151729613773	100	100	1	180.627905570941	427.326159741907	0.185939559968125	FALSE	FALSE
R198349_83	free_noTails	parametric	original	Increasing	0.774682960855324	11	450	2300	1850	265	2485	9250	0.416666666666667	1994.83281302281	1929.11939132893	2140.10590244425	67.8627264817985	3.33053567718848	388.493953718605	0.000295633842249237	0.405430227202948	0.000295633842249237	0.405430227202948	0.405134593360699	0.405134593360699	0.405134593360699	0.241312178455521	0.700029220349966	-22.7280890668491	53.4561781336982	100	100	1	58.6174185891217	92.1139997653617	0.129504694626078	FALSE	FALSE
R199428_67	free_noTails	parametric	original	Increasing	0.852867863163889	11	450	2300	1850	265	2485	9250	0.416666666666667	1908.80937283743	1531.52232713758	2228.74420484559	479.685788373142	19.2187882859387	784.001626057816	0.000284437040251904	0.422461373314668	0.000284437040251904	0.422461373314668	0.422176936274416	0.422176936274416	0.422176936274416	0.241727286391706	0.960359454814633	-30.1988072006844	68.3976144013688	100	100	1	189.415129559637	243.031654772674	0.197478137221825	FALSE	FALSE
R201368_44	free_noTails	parametric	original	Increasing	0.844918540247645	11	450	2300	1850	265	2485	9250	0.4	1807.80174768853	1383.2770780743	2211.83569529533	290.989843138167	13.5012802044532	777.740232574383	0.000530731112821681	0.368956381461671	0.000530731112821681	0.368956381461671	0.368425650348849	0.368425650348849	0.368425650348849	0.232829197973669	0.826147165065428	-30.4890489136176	68.9780978272351	100	100	1	202.70006633013	223.986456405156	0.145189865149109	FALSE	FALSE
R214888_189	free_noTails	parametric	flipped_to_increasing	Decreasing	-0.909389902984568	11	450	2300	1850	265	2485	9250	0.428571428571429	1145.12535213026	576.583069155533	1865.05601762724	1034.86717398656	7.30850610069371	1960.23230048802	0.533816084299771	0.997810072015877	0.466183915700229	0.00218992798412287	0.463993987716107	-0.463993987716107	0.463993987716107	0.250456337562035	0.97138610130968	-44.4884485055317	96.9768970110634	100	100	1	347.388792143147	553.871031461341	0.190408345104924	FALSE	FALSE
R242332_26	free_noTails	parametric	flipped_to_increasing	Decreasing	-0.766727081089446	11	450	2300	1850	265	2485	9250	0.5	1894.90808116859	1159.2351076552	1973.73818161555	102.416815984365	10.4527007838839	1283.59132173366	0.519887489630324	0.999492168731409	0.480112510369676	0.000507831268591219	0.479604679101085	-0.479604679101085	0.479604679101085	0.351540910701413	0.754196417598609	-66.4637635922722	140.927527184544	100	100	1	209.207211382516	312.60911283836	0.0868232760941443	FALSE	FALSE
R249864_82	free_noTails	parametric	flipped_to_increasing	Decreasing	-0.800221698771057	11	450	2300	1850	265	2485	9250	0.5	1061.53849552695	972.721500991995	1086.25174555504	20.5749134562125	0.987708495580756	179.189889514899	0.605002266717823	0.999302333222961	0.394997733282177	0.00069766677703853	0.394300066505139	-0.394300066505139	0.394300066505139	0.279175282599304	0.555661092220941	-33.7084852088664	75.4169704177328	100	100	1	33.4968122114387	57.4408875767706	0.0784127006720258	FALSE	FALSE
R251367_38	free_noTails	parametric	flipped_to_increasing	Decreasing	-0.746202507244636	11	450	2300	1850	265	2485	9250	0.5	1081.24489331032	974.796163433556	1100.09852577217	39.8709516897035	4.08288020888771	362.523951118979	0.535819699962556	0.998490287047229	0.464180300037444	0.00150971295277069	0.462670587084673	-0.462670587084673	0.462670587084673	0.303530051157634	0.641438779438281	-29.8664823003069	67.7329646006139	100	100	1	37.8031783083579	83.63223174607	0.0929037055890257	FALSE	FALSE
R253129_55	free_noTails	parametric	flipped_to_increasing	Decreasing	-0.904534033733291	10	450	2300	1850	265	2485	9250	0.5	1097.74020469036	944.764204600815	1195.39430701196	141.273809096052	34.556493637491	613.557049301149	0.490697040490226	0.998536680663504	0.509302959509774	0.00146331933649646	0.507839640173277	-0.507839640173277	0.507839640173277	0.382661189876797	0.700722857877755	-40.6847592380722	89.3695184761445	100	100	1	59.7144915380175	152.648284475715	0.0856838156001748	FALSE	FALSE
R253617_82	free_noTails	parametric	flipped_to_increasing	Decreasing	-0.767068826207443	10	450	2300	1850	265	2485	9250	0.5	1116.78382891087	668.56516221732	1252.67651081369	38.2364435322157	2.81490079291873	945.190709911688	0.592201647765601	0.981014450908344	0.407798352234399	0.0189855490916555	0.388812803142743	-0.388812803142743	0.388812803142743	0.149025143031532	0.692371950189726	-21.2847891964772	50.5695783929544	100	100	1	180.299481878149	264.786947755658	0.140049603472964	FALSE	FALSE
R262745_81	free_noTails	parametric	original	Increasing	0.867442794919067	11	450	2300	1850	265	2485	9250	0.5	1311.91677734355	1239.6064609866	2173.82858618802	58.0124831908775	9.13208840614273	901.319019144858	0.000606557615348121	0.308097350649246	0.000606557615348121	0.308097350649246	0.307490793033898	0.307490793033898	0.307490793033898	0.18432834434033	0.731079204059311	-32.1725535702226	72.3451071404451	100	100	1	296.192849024427	236.727557893639	0.137747986384235	FALSE	FALSE
R268190_45	free_noTails	parametric	flipped_to_increasing	Decreasing	-0.734166193719106	11	450	2300	1850	265	2485	9250	0.5	1916.27670171737	1151.75025434449	2054.74366376684	471.526883723408	29.9468067668001	2083.99371295839	0.522764715709238	0.994808118136913	0.477235284290762	0.00519188186308739	0.472043402427674	-0.472043402427674	0.472043402427674	0.303505256432258	0.791453527943102	-58.334074668807	124.668149337614	100	100	1	282.491366029659	554.717784882315	0.125188615846304	FALSE	FALSE
R270196_59	free_noTails	parametric	original	Increasing	0.864332521122922	11	450	2300	1850	265	2485	9250	0.5	1918.67883723175	1837.71154388594	2074.68882268844	71.6394525263009	5.16870998935364	779.517022285671	0.0171050712259794	0.515596806375404	0.0171050712259794	0.515596806375404	0.498491735149425	0.498491735149425	0.498491735149425	0.359929447561211	0.862812220933132	-35.5468991087509	79.0937982175019	100	100	1	87.0022456366395	208.65492477581	0.120319888947549	FALSE	FALSE
R280198_164	free_noTails	parametric	original	Increasing	0.910430543453697	10	450	2300	1850	265	2485	9250	0.5	1189.55795470638	863.382063446443	2129.80202196386	800.673631307609	24.3085312597555	2164.38071567543	6.77788972564819e-05	0.47283176998825	6.77788972564819e-05	0.47283176998825	0.472763991090994	0.472763991090994	0.472763991090994	0.291999912072834	0.943022106341085	-54.0039500940616	116.007900188123	100	100	1	299.68240842987	580.393229546699	0.150469707406584	FALSE	FALSE
R291169_231	free_noTails	parametric	original	Increasing	0.842088210410616	11	450	2300	1850	265	2485	9250	0.428571428571429	1268.1648170828	1116.13735459585	2097.28185570633	199.824404663607	4.35000148793081	979.924304737464	0.0181525769217025	0.317259568243238	0.0181525769217025	0.317259568243238	0.299106991321535	0.299106991321535	0.299106991321535	0.186422432676304	0.532071922281073	-40.512252773774	89.024505547548	100	100	1	237.454602343298	353.218880152337	0.0969669901645529	FALSE	FALSE
R297771_32	free_noTails	parametric	original	Increasing	0.825446219632147	11	450	2300	1850	265	2485	9250	0.416666666666667	1774.19331368384	1095.91711581196	2418.17190547207	1351.16167120473	15.5421641848296	1849.03907455257	0.00180550341064272	0.508881678689559	0.00180550341064272	0.508881678689559	0.507076175278916	0.507076175278916	0.507076175278916	0.202203597294749	0.942741574024968	-40.9135762508008	89.8271525016016	100	100	1	371.992876351869	568.687277923045	0.215911276093665	FALSE	FALSE
R297771_84	free_noTails	parametric	flipped_to_increasing	Decreasing	-0.919930144339786	11	450	2300	1850	265	2485	9250	0.5	1303.13835959462	772.217487004203	1878.02742003097	784.411712030143	10.561205373176	1691.55083670179	0.532821775393234	0.971232396992615	0.467178224606766	0.0287676030073853	0.438410621599381	-0.438410621599381	0.438410621599381	0.262772312411881	0.884595136670683	-54.232777285658	116.465554571316	100	100	1	262.708395038136	483.595206995803	0.147809965680352	FALSE	FALSE
R299209_66	free_noTails	parametric	original	Increasing	0.718962719251664	11	450	2300	1850	265	2485	9250	0.5	1784.54241902141	1243.77106795034	2178.96267300182	118.022050309804	16.5300523020857	1968.58636353896	0.088208004934671	0.454167405869949	0.088208004934671	0.454167405869949	0.365959400935278	0.365959400935278	0.365959400935278	0.271320537503625	0.93280995044034	-51.9963401403507	111.992680280701	100	100	1	262.578478143331	539.397983872849	0.177926415694942	FALSE	FALSE
R311173_56	free_noTails	parametric	original	Increasing	0.756277056878504	11	450	2300	1850	265	2485	9250	0.5	1206.60313059256	1041.1005906562	1928.9723461241	9.8665089213855	7.28701159655191	888.00747604798	0.115342977117272	0.447077188861592	0.115342977117272	0.447077188861592	0.331734211744319	0.331734211744319	0.331734211744319	0.184095590894015	0.547830183824519	-57.5822537071638	123.164507414328	100	100	1	198.277214754903	248.846111572056	0.0978595492257558	FALSE	FALSE
R314063_61	free_noTails	parametric	original	Increasing	0.880408778480133	11	450	2300	1850	265	2485	9250	0.5	1209.19579822943	1123.63530062073	1432.60195998635	39.9917415730496	1.72389088375384	449.795944743028	0.0179135214694243	0.501919473246069	0.0179135214694243	0.501919473246069	0.484005951776645	0.484005951776645	0.484005951776645	0.355067028088347	0.636746934741817	-39.6075532625134	87.2151065250267	100	100	1	113.597403123739	195.744978431845	0.0861873442785203	FALSE	FALSE
R316726_66	free_noTails	parametric	original	Increasing	0.831809397406756	11	450	2300	1850	265	2485	9250	0.416666666666667	1806.61031151446	1382.10411809181	2113.80044931621	146.186077795827	5.84434863548776	710.874743265274	0.000172099434877074	0.409314874298555	0.000172099434877074	0.409314874298555	0.409142774863678	0.409142774863678	0.409142774863678	0.281458186899926	0.828681643734315	-29.3457760648398	66.6915521296796	100	100	1	184.376651136098	199.788046815472	0.14102064208266	FALSE	FALSE
R317285_24	free_noTails	parametric	original	Increasing	0.864316636432576	11	450	2300	1850	265	2485	9250	0.5	1233.28248835056	1009.34725480023	1958.32503928643	537.588335816685	20.0817388438138	1268.08304251351	0.00730632719485146	0.477142358611295	0.00730632719485146	0.477142358611295	0.469836031416443	0.469836031416443	0.469836031416443	0.324454242899037	0.743490520030013	-47.1621347320086	102.324269464017	100	100	1	239.786596066755	368.267286808385	0.105557180665172	FALSE	FALSE
R317285_36	free_noTails	parametric	original	Increasing	0.864316636432576	11	450	2300	1850	265	2485	9250	0.5	1305.1505426092	1073.69455610939	2053.74463166423	633.434943390606	18.6071388525065	1247.94942876699	0.000969609882735832	0.482235910817986	0.000969609882735832	0.482235910817986	0.481266300935251	0.481266300935251	0.481266300935251	0.295046689794622	0.836502469867285	-46.0230628211093	100.046125642219	100	100	1	255.085752724879	350.092798187691	0.124463719939694	FALSE	FALSE
R317285_45	free_noTails	parametric	original	Increasing	0.776954655424218	11	450	2300	1850	265	2485	9250	0.5	1366.1808856318	1084.90788098069	2156.03359718412	413.570077154603	12.2325563105221	1499.18045141834	0.0909645562511453	0.508969645258074	0.0909645562511453	0.508969645258074	0.418005089006929	0.418005089006929	0.418005089006929	0.278491058378648	0.879956085208966	-51.3077530211326	110.615506042265	100	100	1	335.250328962789	437.850838278089	0.150281989197298	FALSE	FALSE
R317285_47	free_noTails	parametric	original	Increasing	0.864316636432576	11	450	2300	1850	265	2485	9250	0.5	1396.73043318433	1113.84417843426	2018.51960460388	766.868873801604	17.2138149900328	1506.11968234682	0.00133379779050188	0.488880836104411	0.00133379779050188	0.488880836104411	0.487547038313909	0.487547038313909	0.487547038313909	0.303463670815938	0.949621842450838	-42.0232973193543	92.0465946387085	100	100	1	260.741983798021	439.53666517239	0.144706789156323	FALSE	FALSE
R317285_78	free_noTails	parametric	original	Increasing	0.8434823356733	11	450	2300	1850	265	2485	9250	0.5	1382.59234600545	1125.05812140949	1931.64929058504	742.692597914199	28.7768448339904	1581.49944955448	0.000265661188075279	0.487398439719117	0.000265661188075279	0.487398439719117	0.487132778531041	0.487132778531041	0.487132778531041	0.298690532906354	0.853331659243207	-46.5293308037264	101.058661607453	100	100	1	241.619759753818	437.089096527457	0.124348852798083	FALSE	FALSE
R317285_79	free_noTails	parametric	original	Increasing	0.85700452901338	11	450	2300	1850	265	2485	9250	0.5	1378.40264752249	1100.63944962444	2053.10146853729	764.343711146361	34.8193641825223	1893.64924238439	0.00113997003808672	0.495928516601384	0.00113997003808672	0.495928516601384	0.494788546563297	0.494788546563297	0.494788546563297	0.265798331123087	0.928718721356224	-45.2136293087646	98.4272586175292	100	100	1	267.086631875949	500.077961966678	0.159279778918415	FALSE	FALSE
R322390_32	free_noTails	parametric	original	Increasing	0.8161191437041	11	450	2300	1850	265	2485	9250	0.5	1159.84316796044	1098.99598022379	1373.7735722931	32.880407018283	1.39986593708567	602.63312181972	0.0172029767832962	0.336364910845562	0.0172029767832962	0.336364910845562	0.319161934062266	0.319161934062266	0.319161934062266	0.181066641193415	0.48429332975812	-40.964600214812	89.9292004296239	100	100	1	108.563248079152	198.54738415007	0.0948285621929018	FALSE	FALSE
R322390_33	free_noTails	parametric	original	Increasing	0.814173684098662	11	450	2300	1850	265	2485	9250	0.5	1170.73890807665	1109.94348088275	1906.40170839509	33.9429218339385	2.68207524315545	1366.0309738812	0.015265179044862	0.327994475002274	0.015265179044862	0.327994475002274	0.312729295957412	0.312729295957412	0.312729295957412	0.190212401111603	0.465766194741175	-42.5085485079766	93.0170970159532	100	100	1	180.044417446211	305.985653681879	0.0926489379063066	FALSE	FALSE
R338217_58	free_noTails	parametric	original	Increasing	0.828130947254639	11	450	2300	1850	265	2485	9250	0.5	1597.62895602388	1106.92653679925	2236.58536377314	1211.82418552772	13.9260066028404	1531.85016991529	0.00197336256915277	0.469644216964465	0.00197336256915277	0.469644216964465	0.467670854395312	0.467670854395312	0.467670854395312	0.257835537806347	0.960380386167317	-37.3531111496366	82.7062222992732	100	100	1	334.819497588227	465.209653636422	0.182460975435857	FALSE	FALSE
R348785_21	free_noTails	parametric	flipped_to_increasing	Decreasing	-0.839975178439968	11	450	2300	1850	265	2485	9250	0.416666666666667	1115.86924551992	966.570502794342	1185.05660442787	23.5043617772516	2.52381376661435	468.417369638657	0.66586221425357	0.998067669397766	0.33413778574643	0.00193233060223386	0.332205455144196	-0.332205455144196	0.332205455144196	0.205083641150181	0.518302469514466	-36.0118096681823	80.0236193363645	100	100	1	60.8995367492603	127.840778971793	0.0838924099873048	FALSE	FALSE
R348785_37	free_noTails	parametric	flipped_to_increasing	Decreasing	-0.897089182573457	11	450	2300	1850	265	2485	9250	0.416666666666667	1095.40608768005	873.607452341699	1175.83502290909	37.5069647691977	2.37804329629112	443.44166127951	0.627930470890941	0.998715485721468	0.372069529109059	0.00128451427853216	0.370785014830526	-0.370785014830526	0.370785014830526	0.224384261272707	0.65064888234513	-32.5835328967624	73.1670657935248	100	100	1	84.0950216731024	136.667667915294	0.105857623953136	FALSE	FALSE
R350379_29	free_noTails	parametric	original	Increasing	0.807697662453781	11	450	2300	1850	265	2485	9250	0.4	1316.22462987239	1212.8733332336	2187.1927739947	105.83038053083	7.70011337146025	872.338470700181	0.0108884356889791	0.296731296634634	0.0108884356889791	0.296731296634634	0.285842860945655	0.285842860945655	0.285842860945655	0.156143959757995	0.681492217232724	-34.3434438812751	76.6868877625502	100	100	1	287.49806979473	293.42201659048	0.123303360760314	FALSE	FALSE
R350379_40	free_noTails	parametric	original	Increasing	0.807697662453781	11	450	2300	1850	265	2485	9250	0.4	1478.7400034898	1169.78305150005	2163.80048782495	656.466006210961	38.4416578248834	1307.76769551693	0.000177058470948153	0.344972770265039	0.000177058470948153	0.344972770265039	0.344795711794091	0.344795711794091	0.344795711794091	0.202103661149222	0.795969742432311	-35.1001120229509	78.2002240459019	100	100	1	291.515208498012	372.562882060704	0.155160012407227	FALSE	FALSE
R355450_54	free_noTails	parametric	flipped_to_increasing	Decreasing	-0.946698206696756	11	450	2300	1850	265	2485	9250	0.428571428571429	1039.9058183431	652.636603557732	1695.10343922058	812.269025086764	14.0659208287538	1186.72665519408	0.564902361580659	0.999730814285119	0.435097638419341	0.000269185714880549	0.43482845270446	-0.43482845270446	0.43482845270446	0.213651432751967	0.959381390208392	-40.4947391787556	88.9894783575113	100	100	1	255.282632802674	364.708505973488	0.197993325715494	FALSE	FALSE
R377743_81	free_noTails	parametric	original	Increasing	0.827788267151338	11	450	2300	1850	265	2485	9250	0.5	1240.23505059601	1097.64321185326	2231.39330204612	198.086098814075	7.84064797545576	1147.73590034306	8.98552857233042e-06	0.240528369075645	8.98552857233042e-06	0.240528369075645	0.240519383547073	0.240519383547073	0.240519383547073	0.112854807957875	0.855790466071831	-34.9228152323888	77.8456304647776	100	100	1	289.907707213878	291.778326690109	0.157511302770538	FALSE	FALSE
R379204_249	free_noTails	parametric	original	Increasing	0.849736007270071	11	450	2300	1850	265	2485	9250	0.375	1458.37252042008	1111.07688793221	2347.17139127154	734.758271510416	8.20796366005753	1583.23114220184	0.000368523661193556	0.291583475203635	0.000368523661193556	0.291583475203635	0.291214951542441	0.291214951542441	0.291214951542441	0.175378151561413	0.858748315551855	-29.3613545848466	66.7227091696931	100	100	1	372.421943338784	436.982208980571	0.167027628658807	FALSE	FALSE
R379515_81	free_noTails	parametric	original	Increasing	0.915324085675769	11	450	2300	1850	265	2485	9250	0.5	1337.76835911185	1171.65653123591	2125.86533925409	385.484491087744	17.1904353264079	1018.97605650327	5.54620750398607e-05	0.335501347075092	5.54620750398607e-05	0.335501347075092	0.335445885000052	0.335445885000052	0.335445885000052	0.211077424427128	0.904816836593729	-35.2399562169304	78.4799124338608	100	100	1	262.311416689875	277.30116610594	0.148506244605436	FALSE	FALSE
R382423_70	free_noTails	parametric	original	Increasing	0.901895620625297	11	450	2300	1850	265	2485	9250	0.5	1067.46080160829	1021.22067880129	1254.0048362202	37.4758670474406	3.8306021633308	459.484078610316	0.00535661920345389	0.321251685865605	0.00535661920345389	0.321251685865605	0.315895066662151	0.315895066662151	0.315895066662151	0.181724306274899	0.474815032996976	-43.7062630833348	95.4125261666696	100	100	1	112.374553980735	128.745728408389	0.0745135123624925	FALSE	FALSE
R383457_51	free_noTails	parametric	original	Increasing	0.748479211615881	11	450	2300	1850	265	2485	9250	0.416666666666667	1812.89030162106	1318.22807091035	2120.42457489542	85.1425727685507	6.43541448764273	1208.24121433789	0.0119725602131919	0.374475798453876	0.0119725602131919	0.374475798453876	0.362503238240684	0.362503238240684	0.362503238240684	0.240868972962483	0.866416812806874	-35.6993721541437	79.3987443082873	100	100	1	210.389639071503	292.79590893323	0.146220271013726	FALSE	FALSE
